Temperature_C,Vibration_Hz,Power_Consumption_kW,Network_Latency_ms,Packet_Loss_%,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%,Operation_Mode,Efficiency_Status
68.64615571245702,2.354435620019801,7.333588984364069,47.061955816835166,2.1554711772484647,4.333633439606916,481.36700384310285,0.7210306893928251,5.468507929272573,Active,Medium
69.4403549654153,1.7419549195919266,3.48075211797001,1.00002542338376,3.865061133317793,7.363161225172026,77.66479303695962,0.3757595897271764,4.2851011533163845,Active,Medium
85.43124023092695,2.230682566808231,5.911459051639912,5.437095008381814,1.7077255826725721,5.328669949432606,126.17563705994233,0.607891803620212,4.899793123009759,Active,Low
54.988378328613265,1.1053546420834115,5.349422939920592,18.020093871045255,2.48544016971026,4.347147749673687,326.5694080199302,0.1340015171599265,12.238865233317249,Active,Low
37.03297601606606,2.8283455837089777,7.55611052397563,27.975469617707553,2.326506358354764,4.1405237269905495,83.5652084287711,0.29148432014786035,5.506818238603625,Active,Low
78.35423788762667,0.9512146782022588,6.075450712459752,33.77563476061522,3.7746816232709453,7.587762043529083,374.1391914630375,0.43955278575476403,4.800766868667031,Active,Medium
65.78001355980263,3.9295032510364365,4.571343461098953,22.933974057963336,0.8966751639169842,1.559345775172047,381.62340874935296,0.8910856617130808,7.191871719825344,Active,Low
77.42589722306096,3.9258525509751485,7.69614887396097,46.67228497356733,2.981506199077644,9.999900333514017,156.17634107589024,0.3842529256743926,7.240199766667558,Active,Low
61.54939548793899,2.1271245850944966,5.9708596410745765,1.00002542338376,2.1763719139459363,6.038599648865748,468.1857466449963,0.3497016278799885,3.9985557972084305,Maintenance,Low
51.34940199046083,3.2590703226148463,8.584957973054252,29.18630470246421,2.9473463035200638,8.96479853927108,298.7552623829805,0.41005837475958695,10.42270243651447,Active,Low
53.24887576648079,0.48036332004830207,6.471800063921758,29.241917926334075,2.5007984963451144,4.332335281117934,91.7809895733288,0.37789702442251616,6.018125564427706,Maintenance,High
46.14341873421297,2.853909592046624,1.5001828372282835,12.238942454632056,4.519713898502788,4.955311914424374,58.19857402177967,0.18962334073177461,3.200349495612856,Active,Low
61.08484068140592,4.999973585355236,5.274400387324449,29.813696655812617,2.44331982883167,1.6387290261440661,424.5940209270906,0.7165535887857627,10.933932539316505,Active,Low
44.28792354587694,4.537097173932169,9.15889625209617,13.120303552993283,2.6043987740419015,3.585911729077798,396.0169107640891,0.9922758135341826,11.29189315306563,Active,Low
33.1789474760449,2.6469155895080783,3.141935356919171,32.24310373795583,1.166438358035752,9.478299508056319,174.01750528617072,0.40636936750826247,11.031426337317725,Idle,Low
38.71890350598797,4.478667182607612,9.99988898643713,20.973561228977427,2.1962965419221407,0.8562075655465771,430.82623990161994,0.8746685689236402,3.744244415285127,Idle,Low
64.38080559736909,3.039880514369373,4.079004587741527,28.835217851263568,2.9164019239659438,2.948855287706619,499.99676771056613,0.6362344971320225,2.338731833940994,Idle,Low
71.41509257151525,1.48769599019548,2.974944170827613,36.42828364270936,4.32405053081295,6.232882822979064,398.2770810306118,0.24879857219051815,8.13654198242725,Active,Medium
44.63218868165143,1.3962997661738987,5.556932004259925,30.372944092573515,2.8927586988618974,7.394126516225039,277.607830150113,0.9191855051683934,6.356575576211298,Active,Medium
89.99897908395114,1.1881327656164653,8.141261699497733,26.148409902440722,2.2952976980150654,4.650849881043167,372.23236400746674,0.3687078685450562,10.873307379089246,Active,Low
52.306373864385876,3.7610152427840915,6.270730840389443,7.964843557599547,2.7433657098527657,6.119932897577071,160.92921882696373,0.5437830099130734,7.7564870925144085,Idle,Low
40.24151246917258,3.7837096615785164,8.359470232004476,12.013698175235783,4.488028092483091,7.6188757331227,197.3502423782021,0.5873141534700485,8.619325112698656,Maintenance,Medium
68.96375186479031,4.999973585355236,7.145336242388503,41.5906673291917,3.8703032173148393,6.887201095466843,234.90077549031457,0.718585735445883,4.153210226479584,Active,Low
55.93899346712482,2.4939083314268955,4.435326126023531,1.00002542338376,3.0091063240541667,3.8134349343896625,286.3499276840395,0.24143983769101363,6.052367303590092,Active,Low
47.65008237369598,3.5109961671254815,3.9556029465822,28.61217895724734,2.5591909820351515,3.129808420879276,499.99676771056613,0.6824695387840012,0.0001122884510773,Idle,Low
63.27145083344637,1.9213813232122248,1.6544341768045183,14.656949035494407,4.891130049210898,4.044949241478763,234.56542969185563,0.5911605476092637,0.5136498888636948,Idle,Low
38.19886618756658,3.8479319270104297,9.99988898643713,40.13481180366573,0.3005529782871486,3.612436870060943,440.7375276260684,0.2950005513159789,9.428455100571153,Active,Low
73.46062816630769,2.522465207251847,3.45989470109647,7.270050069763617,2.3417037004308865,0.0004488894314802,106.7652764728361,0.9450440183011631,13.24163463519763,Active,Medium
85.00897800308054,0.5194678780461371,8.597158189745098,25.70011814485144,1.0768336054934684,6.3413583537004,301.8133721803568,0.32603431914104275,7.806754726373291,Maintenance,Low
53.36657947877615,0.1000109137489653,8.884880995049057,16.86946567372476,4.999974649170845,6.989447997582461,285.1496151307013,0.6262687587019264,7.033664549882552,Maintenance,Low
64.90914732053717,1.669382851712602,5.235765212347546,18.594072600944855,1.6428042370179632,7.458774987682489,322.3629296152051,0.2992634024616515,11.40467180667381,Idle,Low
65.3648810452004,1.6594820736238567,7.895091995644877,33.34656445016795,1.4685099890311748,0.0004488894314802,117.12394714548472,0.3061102678498873,12.542139724005837,Maintenance,Low
