Temp_C,Vibration_mm_s,Pressure_Bar,Acoustic_dB,Inspection_Duration_min,Downtime_Cost_USD,Technician_Availability_pct,Failure_Prob,Maintenance_Priority
80.40369117009901,2.355564643677948,5.326265219245603,85.60281765354853,81,2415,97,0.5356303417298705,2
70.78306319244712,3.03214314496135,4.777692578245109,65.44812703407712,98,502,50,0.4599721416000847,2
65.37269783403512,2.805254266771878,4.5581826063068105,55.85526072186138,140,2426,75,0.4109000736720752,2
70.0371784826299,2.603197523539067,4.4382243002221475,73.97541023940221,68,2340,66,0.5973554897724044,2
75.32336403162593,1.4418519860341383,5.412594879014937,57.79557471550544,96,502,55,0.5031659956823303,2
82.81089232076259,2.663266255900915,4.949392437923523,67.11649723320129,38,1785,68,0.5521129075361988,3
78.87926991303591,0.7409214235644042,5.16649596590524,66.26543288768782,66,3512,89,0.5449527752124522,2
67.10142029590182,2.1856826571494645,5.170040592265472,80.05444203174164,73,2478,58,0.4239035735658811,3
83.54832232609323,3.8407487552112696,4.970937363563193,80.33807855480913,102,1882,80,0.5794758498123127,2
75.10102935511493,4.047852709216488,3.713075901679469,78.49738128297348,92,2331,76,0.3788768424771928,1
73.27042130653194,2.8478521840270354,5.736152244158441,64.91566609420934,61,2068,88,0.5106702323026837,2
70.18277929100114,3.00303321279624,5.054418913410653,79.98451396326364,65,2294,69,0.40869433227524504,2
78.40631801021563,2.752393929457039,5.009014627295497,67.79059616691379,40,2173,69,0.4463172661838588,2
73.85178990835404,2.8944977468179838,5.937733097339444,71.93719732562523,98,2622,50,0.4904564551978767,2
76.0574901283467,4.94084721176633,4.911518040671776,73.22394489047348,88,1203,91,0.5347483301321985,2
83.33430138689125,1.5892504664584854,5.699074187924148,55.961190918218215,110,4998,60,0.4597439702360135,1
76.45001834911047,1.99263086827754,4.240900281112391,70.8628109338446,52,3333,61,0.5801528100155162,2
67.65867286484733,2.172913648240269,5.408137747730521,57.69402225469116,97,4413,51,0.502470285464823,1
78.04549056612174,3.2699138518362214,4.395785755283096,56.78606685786226,107,3104,78,0.5116771574050911,1
68.68655058838998,2.723771970487828,5.151185046173613,62.92851998691586,149,3333,57,0.5293214558299081,2
65.75256330773732,3.2751427699184625,5.5785089894075295,61.850930524320866,123,3254,86,0.5998882814779897,2
73.01435713872763,1.7439310644979489,4.567321143244577,61.900305182321446,87,3161,78,0.5390298978749525,2
75.58722365365735,3.9374360462627154,4.8758243019550065,97.73498903517715,111,1607,59,0.5194166281974898,1
73.23267420752734,3.202514436699106,5.240135742426913,69.42990283694847,60,755,68,0.5406921965680107,2
77.58955531241038,1.2549967394978345,5.091992485654122,74.07289575331845,58,2918,75,0.42693260056770455,2
79.02035558448297,3.0502539739034193,5.541211425351931,80.84752134737636,41,1503,82,0.5211982978156849,1
80.58624363914163,5.420752565885881,5.288348685662715,81.67613824745126,122,3563,70,0.5351486733631657,3
67.76250835137918,2.257624955019244,4.76685752457468,70.99771029652004,149,502,84,0.40020513596001583,2
70.75859333124556,3.5751262279973437,5.038226197279304,59.24578190974125,64,3600,64,0.5042810409482582,2
75.91153235799207,1.8454299288633997,6.064992837281166,76.59229989283229,30,2960,65,0.5404665708566073,2
67.56639413496895,2.3789457759475496,5.255811103867861,78.94179768765774,47,2285,68,0.4547920738322301,2
93.03691531625793,2.8954227958532397,4.383969493070162,79.46986326094587,149,4057,52,0.4644132073835161,1
88.0727727944683,1.789710476223931,5.225611462696845,78.01834852300787,57,2641,50,0.43367968651026656,2
72.9428633809651,1.2529650858128691,5.8124401260870835,55.67448831882678,74,2888,95,0.4102677141095246,2
87.03972896269194,2.5031359277092333,4.521901982053292,74.85106922961702,96,1940,75,0.47004155956250515,1
76.58808605672895,3.1509680943018807,5.789534353457341,57.62357687262217,149,502,72,0.5254389583103279,2
78.25567991818039,1.874150521626208,4.9037364174448355,65.17175264729347,69,3820,80,0.4525400403850385,3
84.41534468977054,2.7983497838813753,5.407814314091946,76.54882190880798,60,1992,85,0.5266937276705432,2
75.24963651482857,2.609562374748566,5.637295600220618,64.17280989011437,108,2456,71,0.5544829618786102,2
83.67667715105372,3.3014030070255638,5.6510278162680505,70.3808323123822,113,2316,79,0.48456018843359094,2
76.42357773693662,3.084412114816473,4.602520116715335,91.37285772267617,54,1144,91,0.5370088583326899,3
81.6723074355334,3.117393624394832,5.000443577404494,61.07492620822718,92,1841,89,0.48359780133408875,2
67.23803768577498,2.1735851090652667,5.210361528055199,64.45501813797762,61,3034,78,0.463121110623282,2
70.76749077686345,2.7235694813972926,4.291545377423247,55.90431000362713,64,2442,79,0.5759094791676292,2
83.99773306663367,2.334025582471258,4.9971013885450395,60.008037627878224,89,2344,79,0.444897458344614,2
80.62904835337358,4.0161469348248735,4.952793230500483,74.23904097103168,113,2198,78,0.49268151419402395,2
76.4303500299775,1.7247776416001541,5.018591127105843,75.21483814743321,140,3962,99,0.448304687764251,2
84.14371715892293,2.6751653083835545,6.087634153122387,61.97643405547398,60,1941,50,0.46205075895854864,2
67.89884919274935,2.6424225650019415,5.175220945518561,89.18165504437135,122,1971,61,0.5199541273417178,2
62.31180340572032,4.313003872891835,5.58880030537741,65.4132052574484,30,4474,73,0.5623939938427474,2
59.58156732060966,1.897329559295568,5.0090789305871475,70.64408856511982,74,3526,59,0.4838639631027589,2
76.65557948035722,3.0041973085018934,5.357826774910717,58.77051036461889,36,4375,79,0.44937783766140704,2
90.90304363293285,2.6079199328165137,5.588729735041741,70.8522257222669,149,4994,71,0.5472452327533892,3
81.88396109845785,3.8530630065419698,4.530090381581,77.12062576359924,126,502,57,0.37593731922052537,1
72.7751955824547,3.2060341108176367,5.748230060102512,70.91887192289163,146,929,50,0.4888044960680283,3
79.28201436442852,2.4604758304650995,3.985757585153732,69.26480363643367,44,3587,80,0.43848799303164215,2
70.34103349287295,1.4403587637624733,4.9755442539801535,79.84767382649733,55,3372,67,0.44685235745504814,2
74.39202665674462,1.4641804709854682,4.733143647987356,58.02831663793648,149,2764,64,0.5041400097072326,2
74.33927597710057,2.2733751226291026,5.309714899642811,77.84478498592887,71,1972,70,0.3609909078003784,2
60.370549788664036,3.8513166754903616,5.818639445798795,67.6441665871841,109,3122,99,0.555666324595184,2
74.18404625137165,1.54338530577992,4.213359289985704,72.22993498162243,63,875,65,0.43042739070068686,2
92.25713330653366,3.369108246238545,5.002553791132331,85.16617397759279,92,1602,96,0.5226278020802471,2
65.12959004540905,2.3038150196258855,4.574181929268556,56.1542628696771,121,4998,54,0.5239967159477198,2
68.97911745973428,2.0088791729910622,4.714014749850854,61.412029596653724,91,1641,78,0.4891065997430542,3
73.07848283140022,1.5910628854430209,4.721727898450588,77.82333589551479,107,1451,76,0.5347172691223183,3
58.83499273192353,3.0329383037655218,4.679341048245768,75.95059230140859,63,502,51,0.4947009600762918,2
78.04389448553587,1.5942896727949905,5.321774325289368,53.32962684096038,87,1149,65,0.49466191255560393,2
66.89036696321855,2.110809353431563,5.503314439748356,64.32157657297799,118,1254,82,0.5739870410750114,2
50.84685712067321,1.7010411276047632,5.2914006581814395,68.1102497619926,102,1936,76,0.48310735107157876,2
87.08571485037412,2.7458008750485527,5.173170381672372,65.9938874490416,72,2158,80,0.4680119666454109,1
78.34313476560132,4.555424603314879,5.4365795743454886,66.86395208193788,131,2190,50,0.4346071954778552,2
56.82972578443565,2.143645352516814,5.015583500997129,87.15749515012065,101,2435,86,0.3661564184160288,1
77.8038444875727,3.259024509612069,4.276486052110982,81.75912199713885,101,2180,84,0.6211623418346263,2
77.2686565742087,2.7396392848799143,4.779695488261647,61.555393489545814,118,1609,75,0.4647874025890167,2
80.22710517453851,2.8245479625858496,5.518741698562666,64.99931279337916,80,1450,68,0.5134325828169704,2
82.99532177403667,1.576552284051756,5.435829724369772,83.90641658680416,104,4998,63,0.42114698702970405,3
57.74651093459709,3.9796811728580628,5.329561829679973,69.60466119166497,99,1259,99,0.4993174290346793,1
76.54703658813261,3.2142071890687283,5.2439727212392935,72.43688136604541,62,3330,99,0.5685164038453074,1
91.32159521398029,1.9849391152753153,4.51790476126351,68.8932103928353,91,4137,50,0.5789930014804682,2
73.88442807266604,2.0687477835471064,4.506796336195627,53.39715565207422,118,2814,56,0.4182779711424165,2
72.11425134860298,4.151579644130958,4.878325219232258,54.93466830505999,81,2365,50,0.48887577940727184,3
73.15827581118535,3.184831277435313,5.919352088774633,81.5849233405409,80,1284,99,0.4953344304186783,2
75.59645805291166,2.468992048238115,5.104287945900126,68.70498101631149,69,2010,74,0.46104539003137635,2
68.35974147615758,2.5987331773611633,4.8806032981166005,85.40989228466111,30,4134,92,0.3739938028822129,2
72.04551716260444,2.123842244239194,4.311576805001436,62.2853437745993,51,4990,88,0.5643136545702429,2
82.64366430725619,1.3709560486177366,4.747525165655458,75.12744266252034,47,3643,71,0.47063857563009975,2
82.53700076822527,2.9344594234590797,4.82827469467434,81.9169714554438,52,3517,83,0.4743525400945887,2
78.70516388170168,1.2496554608221868,5.462698375835782,68.29411893385492,71,4079,64,0.4118267610039423,1
59.957938132565786,3.0951973583266548,4.374319587066211,87.95158733651316,30,4918,77,0.4864622768312405,3
70.03183776310637,2.889613654298295,4.987909111130593,81.34916757650852,93,2913,69,0.4887249572955764,3
78.52263411475023,0.7934634606513278,4.340867226692972,77.70043587865729,95,2480,75,0.5117416507655925,2
70.08321151524397,1.7195157210420309,5.103182262657747,60.252847777593466,103,511,89,0.5188547667714553,2
78.00712449706621,3.4695292847051302,5.8287639786730985,80.44790567997916,30,1060,65,0.49344955692891623,2
80.61224547366523,1.7717488462368975,5.098700052552644,62.51269422659825,68,895,61,0.41505722676785983,2
65.74069836225272,3.5400376248747794,4.537755135037824,96.84532802872926,106,2958,62,0.5318110890374013,2
69.72596209591052,2.6142156049105916,6.270448678273469,69.19447299676729,129,1807,74,0.5927196008415866,2
69.21486160028691,4.294112218913377,5.355919572355743,64.46776482910926,111,3979,83,0.4026227867201246,2
68.2174378043438,2.2469916550899454,4.969740934122821,76.45805155582592,95,987,80,0.5267059879884701,2
81.03176068569685,3.5670073065770405,5.418212023228609,74.82144266128269,87,565,81,0.5037819963648227,2
78.16195156050073,1.2241803296349727,4.47275344246898,80.84094217163097,88,3602,75,0.49365809225037965,2
84.80053214487222,1.9801401790367987,5.053946538086339,65.48313562448939,74,2318,78,0.46472531719613436,2
87.96169889125204,1.6039384451641523,4.914228214574057,65.71160566546794,140,2973,89,0.4074399972749329,1
78.11685922267779,3.377049450179588,5.047115073243935,80.96587300056359,71,4546,99,0.47132033849006966,2
71.02175821036313,3.937287379177916,5.78635250659934,64.86915158460893,75,2353,55,0.43969580928427565,1
65.45923028131637,1.7299573552492002,4.989365486570559,72.54157588405705,143,1424,89,0.4797895519273137,2
74.96523499461249,3.163577780327065,4.4521824633858715,74.04342891668523,95,3357,79,0.6316660801956728,1
69.10759235255867,1.9652811992330184,4.698834612890371,64.53860012177284,67,4260,95,0.4594908569603825,1
67.16974678356894,2.961442338072277,4.73384781810006,76.58229526359732,96,754,97,0.5941464277649047,2
69.35603983999685,2.107682957309159,5.147626783055823,73.55745917374045,112,4998,72,0.44654372061981307,2
61.72346623988941,1.7665949624563473,4.990134656299847,88.35456449633494,71,3009,74,0.559581934319662,2
100.61918113848903,1.9654085819290963,4.764845183853476,80.7498147680243,113,4998,83,0.47152212462174997,2
81.33908656707182,3.5947560255411517,5.411576472575301,75.30884129705686,126,4234,94,0.5288751657773973,2
73.79371527099651,2.6387654152675615,5.6021646694761005,61.88890018043836,102,2209,75,0.5647060651063752,2
77.36059045161304,2.539113638049226,4.335105188017393,77.73073209096172,112,4998,70,0.5044341947796066,1
77.9409477853832,4.060582448157928,4.959440947696215,72.99566146119129,110,2960,68,0.5030083182019612,2
86.14823206384055,1.472853069421614,5.072139485165376,63.07273721714915,131,744,66,0.5134275406535798,2
91.04615046608473,2.4276264624854744,4.732378276509581,89.23218700762732,39,502,81,0.4633992809195592,1
65.28903962862287,3.1969055880296793,5.126858714002369,64.45142980525303,45,3850,84,0.4863221517971409,2
93.8452762726843,1.4295553159641567,4.253311481204923,63.1559676563378,88,3034,71,0.5119961937112397,3
62.99580792693701,3.9277274988107327,4.965930545886136,81.49098648853041,101,3311,83,0.5174386431713996,2
