Timestamp,Machine_ID,Operation_Mode,Temperature_C,Vibration_Hz,Power_Consumption_kW,Network_Latency_ms,Packet_Loss_%,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%,Efficiency_Status
2024-01-11 23:15:00,29,Active,78.11675714569874,0.9739264784135979,5.152070701705231,30.8139135249602,0.8410652867564821,1.2540006087986622,428.0819812906365,0.9217463039821993,6.817839874753373,Low
2024-01-01 14:20:00,42,Maintenance,58.386540533130706,4.952167293616916,7.260996375939259,25.546322427790475,2.862298187272467,6.771318379520925,339.9222769554816,0.1863925345040298,0.3432261945036357,Medium
2024-02-23 08:20:00,47,Active,57.00242106039868,1.159641127299615,8.908120378787972,15.659787862505048,0.6970017972532213,4.134732167118886,339.14314266689826,0.9503011332697178,10.753538483615715,Low
2024-02-08 02:46:00,3,Active,63.0126634496533,3.928236524591144,5.400848031531146,40.54451841522315,2.196409936879508,8.141018044776612,189.5721361499011,0.4550806924487631,13.016139614607571,Low
2024-01-05 08:25:00,31,Idle,85.76710305346985,2.4364863350349326,3.3549490830543554,42.135007793456296,2.972783511551538,3.994222331495551,89.70902644214308,0.1794778787067881,3.8309095985290633,Low
2024-02-27 05:06:00,36,Active,57.014192695426104,3.1001939440374824,8.4375969853108,5.432773795839995,3.01870234717813,8.181718298737094,388.4785444385072,0.0429295295704124,3.815111594741022,Medium
2024-01-26 19:54:00,13,Active,85.65553315934157,4.3194250381660355,7.9200597950519365,9.29844899360668,0.8157724041471659,8.52686003840273,246.84902890935325,0.8701809990164416,2.6029718662306403,Medium
2024-03-01 18:18:00,50,Active,37.3147260376537,1.6167460180217605,7.90474228473672,24.399038013112897,4.103321045223651,3.6497400816229413,233.19906968662588,0.7210416122660953,4.536556072697789,Medium
2024-01-31 15:31:00,27,Idle,46.84179147111482,2.009459269563659,8.83154766167494,10.86113864590984,0.6365589445580528,0.8606729425849707,479.7118222082525,0.594492496268461,9.771265267176847,Low
2024-02-11 20:23:00,49,Maintenance,80.36676416961303,4.530513893461384,9.975463827901514,15.725920909644364,3.9859826420578166,0.6984643281939081,83.09973573331617,0.5377217458683791,7.813773087330855,Low
2024-01-12 03:03:00,30,Active,73.00494928790246,0.65217756449791,8.328686172214704,19.31266706143999,1.1558800850078081,5.137960982776406,181.74495851111973,0.4292071286176706,4.9426298693824124,Low
2024-01-29 12:50:00,25,Active,49.24602574058033,1.9866602897853833,9.777862263394313,47.649067802004666,2.1151387232212775,3.932950362968706,51.7648597856167,0.2797112643788617,12.308187661336106,Low
2024-02-16 16:21:00,2,Idle,86.76762820040409,0.5450709615256948,2.036022996395396,26.475299667588953,1.6726751815880012,0.17699738162795786,124.8604435972825,0.7222122856659462,9.329415395203295,Low
