Machine_ID,Temp_C,Vibration_mm_s,Pressure_Bar,Acoustic_dB,Inspection_Duration_min,Downtime_Cost_USD,Technician_Availability_pct,Failure_Prob,Maintenance_Priority
M004,81.39225621744575,2.702020936990007,4.254753334022913,75.645981051494,139,1706,53,0.5505205524896848,2
M009,71.86166166088866,0.8299945256251082,5.376177653937558,72.02175405985398,50,2487,61,0.431583834786192,2
M008,76.31284710646494,3.4422381514973615,5.303117421464721,60.06977837691307,56,4395,90,0.4914897444231689,1
M007,69.66942477768829,1.3804442739115894,5.040914296406018,53.817290613599084,120,2367,53,0.4190583953140492,2
M009,84.4265701666899,1.7797709124810486,4.803976144112221,63.0978154537968,102,4255,53,0.5023788485214812,1
M004,84.15517568339878,3.3604560484222032,4.545431185747517,66.64422144663483,37,4306,71,0.5480767771104414,1
M007,83.98376668745101,3.364529908540795,5.125609451510113,50.30185887447662,71,1587,65,0.5193100031120244,2
M002,84.74921622264891,2.532401441369674,4.70526992408804,56.81090050313771,65,569,75,0.4940319042584983,2
M006,79.78647439968621,4.512034130960611,4.896909892414846,70.99825433336781,39,4390,84,0.5689875032255738,1
M006,80.91627062471754,2.6610178855044557,4.044552914411232,66.68156593684851,133,930,73,0.5130833444868002,2
M002,71.24006775925301,2.442909554186531,4.714596136118527,71.34489956802665,89,4707,64,0.4835668866755118,1
M005,61.424966115005,1.4967858096099589,5.509814167261005,73.26525024527017,94,2937,69,0.414869402738375,2
M004,70.9847123498193,2.4517939185129376,5.584539984508121,68.83125521412823,44,2016,90,0.4627880619380494,2
M008,84.74637502784896,2.92447309424791,5.230437110982357,61.986880565195314,137,3474,67,0.5360662547210178,2
M005,82.47286902246893,1.1977607909836772,4.883643851646737,60.40829655323008,102,4928,68,0.45009763701359046,1
M004,59.739444568238255,2.849812342548864,5.703074896749737,71.82416055415354,59,743,84,0.4526318454469349,2
M006,74.46190262058633,1.7325789999283252,4.543365753900952,79.73605432689895,46,4812,81,0.46724039531812234,1
M007,86.33225880129537,0.6912529843577477,4.849374616541454,81.50662638866542,70,4166,63,0.4844645016856835,1
M006,68.62358970842574,-0.8868137614883,5.882017853403074,79.0384386187339,37,3767,59,0.36863199629127147,3
M006,82.24393258672708,0.7350796158551571,4.658670280526223,53.89271841138123,140,4238,68,0.42399239262548993,1
M008,71.43944672176823,1.941005272118002,5.770996680337588,65.60219838370486,115,4167,62,0.45958978454774135,1
M008,74.78673692817573,0.5686231392069616,4.997337509111759,64.63671848394162,77,2277,87,0.3889928688427058,3
M001,79.33739398411808,1.5267682246719498,4.265389600066101,75.93430993110267,144,4803,79,0.46809371761122565,1
M002,48.529788032960475,2.291000039306268,6.240931633425293,70.89295557697207,144,4467,63,0.40779083171809427,1
M005,74.09761692173448,2.2910715131204227,5.328457930730248,50.142309449418384,63,1181,59,0.46128397293012857,2
M009,85.42602661973359,2.9842575665943016,4.6566828247285725,71.88743951791969,116,1717,84,0.5408922346161998,2
M009,83.37600869555301,4.481080893929217,4.9288077397895,67.9645039742421,99,1690,91,0.572611334411015,2
M009,67.07837381262512,3.542360462492807,4.7080613450338795,53.61707568731687,38,1250,78,0.4666657746138753,2
M001,59.18392494656114,1.289929279898797,5.156735407187797,37.64552842655418,93,2029,69,0.3290020796838709,3
M006,67.09034119286122,1.4079542005490406,5.187156851628538,75.84603184124134,147,3563,96,0.407008333420535,2
M002,79.60111676177452,3.457789735136867,4.843406002698825,66.16823122221398,45,1655,58,0.5524270964773816,2
M006,69.35220764862581,0.922297908367141,4.529355062632992,82.00917093782472,85,2663,57,0.4532859551161221,2
M009,74.70860829459143,1.1062066335299767,5.040779267368738,62.13198632994021,57,2124,87,0.411307901091405,2
M008,50.69519397644851,2.461286176619659,4.930282390082045,87.28700073583673,120,665,95,0.4249004141764481,2
M003,78.66658914754345,2.7052668936010846,4.856183961883536,68.89247245718582,40,3159,68,0.5133816952775296,2
M008,73.38048427122622,2.216732491160533,4.607793334080326,68.91439091983032,136,3916,51,0.5020087576789745,2
M010,60.76889472093821,0.905671506718542,5.220886132303451,72.11444662150979,87,4556,63,0.3957270138429598,1
M004,49.64625014502894,2.0623917432430336,5.319950059067087,67.98200714349022,118,2571,95,0.3706523457905035,3
M006,71.73929914737667,1.5424947166844594,4.1458753108462565,60.47272581693433,138,3564,75,0.4200555627148573,2
M008,73.23381661168065,4.2028270060092785,4.989641159007791,80.54983184245906,115,3886,65,0.5813058371578472,2
M009,75.42927447028003,3.318127286248184,4.357200333262441,73.24552709752841,75,3291,55,0.5527299474442701,2
M004,84.60951690916183,2.325603681655202,6.050410060242843,84.23735681555533,140,1370,63,0.56158830251046,2
M008,89.53968256786555,1.5136732360749423,5.0127746234647255,82.63610808041412,78,2125,90,0.5023750961195542,2
M003,63.09681128965359,3.063459954183239,4.48948218614156,68.08414739988805,41,3295,99,0.4531393197140717,2
M006,73.15937685719726,2.7550533488895765,4.889622980495075,68.99259036557616,99,4938,78,0.49305135201466405,1
M006,69.63247373474826,2.6129480324420338,4.217227344696539,65.42418471205818,73,1159,50,0.48871144139570594,2
M003,81.86012296951749,1.7088518894496985,5.662011900619986,71.30390497194803,90,593,85,0.48170084895466797,2
M003,72.49678417849893,1.493020526553359,4.244128029122899,63.74937948011882,89,1516,55,0.4484109129187537,2
M008,92.23776661010885,2.3168086542828776,4.9082177227596535,89.09258138604807,140,4604,99,0.5466841169464106,1
M010,77.4863391272691,3.708450508018153,4.0717557181891095,85.63008144911328,129,1124,96,0.5567210480737692,2
M007,76.21567415724378,2.678650728589034,5.099580266503045,62.84404587156757,74,4300,60,0.49915476377769513,1
M004,59.3039394263886,1.434300282644558,5.254258446410459,70.74467391904405,36,1554,57,0.4213241586578324,2
M008,52.68404601770401,1.4414799499574398,4.306103982557246,67.02819595455597,51,3187,53,0.4006303613409707,3
M007,70.33374169465507,2.070392556041876,5.065064957466976,57.30223820687071,37,711,63,0.44097224453201767,2
M004,75.79651334371937,1.7782127987655905,5.062687703742991,56.893007709729225,124,4017,94,0.4225077144520513,2
M009,60.778113480521185,3.923962271769807,4.285988404830686,93.8277747315572,101,3863,90,0.5378034227124843,2
M001,68.97144408695866,0.5086779526197893,4.705654125065297,83.91922510231592,76,2167,60,0.43881233429143884,2
M004,83.74144004687717,2.5889143258130787,5.297501094109911,88.58891306174665,68,4775,62,0.5683840639979114,1
M009,77.67951413622995,3.2336451466812957,4.282027770811228,77.10008855193723,37,3059,95,0.5216649734363623,2
M001,87.83719064420532,3.508001947245045,5.298586994656087,67.56553892576764,64,3360,94,0.5490422810206351,2
M009,66.98261861734348,3.542360462492807,4.702503902542464,53.73399165333685,39,1285,79,0.47397353872473325,2
M009,53.96877240774829,3.844676120102133,5.1767644529797865,84.65262516755045,87,2708,79,0.5064277579380578,2
M010,77.13298724132233,0.8258143011860966,4.934880628523376,41.61826749798581,72,2780,50,0.4032127196416524,3
M002,84.86429417792625,2.1751676263306807,4.9852169069260475,85.72599164456908,63,3727,89,0.5189378218007695,2
M008,97.67742525708479,3.9612842775352366,5.147225404190655,69.17839239717125,109,3653,98,0.5975537393014125,2
M004,80.02923695785961,2.3659534167428045,4.124261207817024,58.91418222259706,149,4687,59,0.495334029434154,1
M010,82.723232954359,2.117321562448132,4.1565470619497775,64.75287273363666,65,3113,51,0.5092459137359432,2
M008,65.85971670560458,3.0770258266684527,4.874246936063036,66.53574347198733,48,1040,52,0.5034474954557314,2
M010,63.4974839735835,3.791403548216008,5.158552263265407,60.48142402205059,146,559,80,0.47693276502672843,2
M001,71.36017707039773,3.3510692140206135,5.047154356759047,44.03004156061639,101,3374,94,0.4388770650795976,2
M004,60.26755548263966,2.688846357130914,5.446971016295543,89.02830446790514,89,574,89,0.47556118424018784,2
M010,87.50083064039838,3.447984119856982,4.420674325524577,60.738194437558384,44,1762,54,0.5694376219679408,2
M005,77.13532920461691,1.7917322605969868,4.223322571744534,79.90954519923324,134,1537,97,0.4709144162000948,2
M003,56.21534154494378,1.4889582353901891,4.544157095858422,69.66436890081673,134,2008,50,0.40598416987557095,2
M010,69.48980866732019,3.3663199502620573,5.116246516157774,77.55461063075366,46,1211,91,0.508952368921266,2
M003,61.560507259123675,4.688056759288627,5.975455035718864,64.72800057389638,107,4162,69,0.5310011698562589,1
M005,66.56506613623868,2.1303029440289136,4.456897583817488,64.73529781990364,48,3148,99,0.4201618522296098,2
M005,65.72092813521964,3.800313192135592,4.9692336652774785,66.60633632817813,101,3373,68,0.5102110570103964,2
M009,67.97037076227832,3.542360462492807,4.693992126046875,54.16395530701609,39,1347,79,0.46694679578334675,2
M003,71.39773166001076,1.493020526553359,4.237742428213444,64.5323038065372,92,1625,56,0.4506945639898481,2
M008,82.67644857350462,2.92447309424791,5.232541181538041,62.0514173658289,141,3350,67,0.5326762945279885,2
M001,84.35110790254441,2.1157619815363296,4.751048656989106,70.61148655890993,97,2245,68,0.5106285643630284,2
M002,75.0089904061054,1.602953569354745,5.4651833383584,84.10864289362732,94,3092,95,0.4643803624350688,2
M009,78.95145101948432,2.9049140989591296,5.121789112784519,68.03568459990932,87,2855,99,0.4864093974431805,2
M007,64.80557929330479,2.6164382406633937,5.389485650688823,72.73137909468832,77,3873,97,0.4475002667990031,2
M010,60.596837136396424,3.8299968375466578,5.351092178034075,82.24962707261693,41,1914,62,0.5389591405872554,2
M005,79.80759509721769,4.636559128802725,5.335058318656018,66.45094797461178,146,3035,90,0.5739501313513943,2
M010,84.2498727045515,1.1111084458269207,5.002034314403331,67.45673625387941,144,3529,67,0.47349548714196515,2
M005,83.0783470046527,1.808625502586064,5.181768040904413,72.35725663741947,61,1095,87,0.4821008148138879,2
