Problem_Type,Machine_ID,Predicted_Label,Predicted_Value,Anomaly_Count,Priority_Level,Priority_Score,Reason_for_Action,Recommended_Action,Contributing_Factors,Estimated_Cost,Timeframe,Model_Confidence,Model_Warning
regression,M009,,0.6635472176585343,,Warning,2.980058595117821,Predicted value (0.66) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M009,,0.6421939972530928,,Warning,2.609076289800219,Predicted value (0.64) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M004,,0.6387376335903521,,Warning,2.5490268108329723,Predicted value (0.64) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M004,,0.6353739310430905,,Warning,2.4905871890011384,Predicted value (0.64) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M010,,0.6347178633972814,,Warning,2.47918893229488,Predicted value (0.63) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M006,,0.6339897775629489,,Warning,2.466539460404405,Predicted value (0.63) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M005,,0.6306796203893774,,Warning,2.4090301144650814,Predicted value (0.63) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M001,,0.630264678739393,,Warning,2.4018210843066004,Predicted value (0.63) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M001,,0.6296306460244465,,Warning,2.3908056536703075,Predicted value (0.63) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M003,,0.6281333786242832,,Warning,2.3647927290976782,Predicted value (0.63) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M007,,0.6243568187412789,,Warning,2.2991802891488136,Predicted value (0.62) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M004,,0.6232542454645731,,Warning,2.2800246223122707,Predicted value (0.62) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M003,,0.6231982114196117,,Warning,2.2790511092411117,Predicted value (0.62) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M003,,0.6215882268900959,,Warning,2.2510798823748694,Predicted value (0.62) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M001,,0.6204289023542835,,Warning,2.2309382418756534,Predicted value (0.62) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M010,,0.6195549326785861,,Warning,2.215754242511076,Predicted value (0.62) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M002,,0.6189065754874647,,Warning,2.2044899441586767,Predicted value (0.62) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M006,,0.6188033882221673,,Warning,2.202697209909106,Predicted value (0.62) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M007,,0.6161677287807074,,Warning,2.1569063176193537,Predicted value (0.62) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M001,,0.6153042661253076,,Warning,2.141904863020299,Predicted value (0.62) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M009,,0.6149826590940638,,Warning,2.1363173911733457,Predicted value (0.61) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M001,,0.6142079110684716,,Warning,2.1228572290471117,Predicted value (0.61) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M007,,0.6139287056771368,,Warning,2.118006426321912,Predicted value (0.61) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M010,,0.6135595760960935,,Warning,2.1115933167142638,Predicted value (0.61) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M008,,0.6130587349792358,,Warning,2.1028919035970954,Predicted value (0.61) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M009,,0.6126513531693201,,Warning,2.0958142150743617,Predicted value (0.61) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M009,,0.6108078886136905,,Warning,2.0637865996780227,Predicted value (0.61) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M008,,0.6097303654434654,,Warning,2.045066143365897,Predicted value (0.61) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M002,,0.6096557583485804,,Warning,2.04376994955869,Predicted value (0.61) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M006,,0.6089077126933483,,Warning,2.030773703728243,Predicted value (0.61) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M002,,0.6086207627049506,,Warning,2.025788349473223,Predicted value (0.61) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
regression,M008,,0.6085329831094273,,Warning,2.024263301911836,Predicted value (0.61) exceeds warning threshold (0.61),Schedule inspection within next maintenance window,,,,High,
